titles,platforms,metascore,userscore,genre,date
Rayman 3 HD,PlayStation 3,72,6.5,action,20-Mar-12
Waveform,PC,81,7.2,action,20-Mar-12
Shoot Many Robots,Xbox 360,67,7,action,14-Mar-12
Warp,PlayStation 3,78,7.3,action,13-Mar-12
Warp,PC,75,5.8,action,13-Mar-12
Naruto Shippuden: Ultimate Ninja Storm Generations,Xbox 360,74,6.9,action,13-Mar-12
Naruto Shippuden: Ultimate Ninja Storm Generations,PlayStation 3,74,7,action,13-Mar-12
All Zombies Must Die!,PC,58,5.5,action,12-Mar-12
Street Fighter X Tekken,PlayStation 3,84,5.5,action,6-Mar-12
CRUSH3D,3DS,71,7.4,action,6-Mar-12
Blades of Time,Xbox 360,52,6.5,action,6-Mar-12
Blades of Time,PlayStation 3,53,7,action,6-Mar-12
Unit 13,PlayStation Vita,71,7.1,action,6-Mar-12
Mass Effect: Infiltrator,iOS,68,5.1,action,6-Mar-12
Waking Mars,iOS,84,6.7,action,1-Mar-12
Kingdoms of Camelot: Battle for the North,iOS,65,7,action,1-Mar-12
AaaaaAAaaaAAAaaAAAAaAAAAA!!! (Force = Mass x Acceleration),iOS,90,6.5,action,1-Mar-12
Nexuiz,Xbox 360,64,6.1,action,29-Feb-12
Syndicate,PlayStation 3,75,6.5,action,21-Feb-12
Syndicate,Xbox 360,74,7.3,action,21-Feb-12
Syndicate (2012),PC,69,5.9,action,21-Feb-12
Realm of the Mad God,PC,82,7.1,action,20-Feb-12
Ziggurat,iOS,83,6.9,action,17-Feb-12
Warp,Xbox 360,73,7.4,action,15-Feb-12
Little Deviants,PlayStation Vita,57,5.5,action,15-Feb-12
Michael Jackson The Experience HD,PlayStation Vita,57,6.5,action,15-Feb-12
Pinball FX 2: Epic Quest,Xbox 360,84,6.6,action,15-Feb-12
Tekken 3D Prime Edition,3DS,64,6.1,action,14-Feb-12
Escape Plan,PlayStation Vita,71,7.3,action,14-Feb-12
The House of the Dead III,PlayStation 3,64,7.2,action,14-Feb-12
Beat Hazard Ultra,iOS,91,6.9,action,9-Feb-12
Gotham City Impostors,Xbox 360,71,7.1,action,8-Feb-12
Shank 2,Xbox 360,77,6.3,action,8-Feb-12
Gotham City Impostors,PlayStation 3,72,7,action,7-Feb-12
Gotham City Impostors,PC,65,6.5,action,7-Feb-12
Shank 2,PlayStation 3,77,6.4,action,7-Feb-12
Shank 2,PC,72,6.4,action,7-Feb-12
The Simpsons Arcade Game,PlayStation 3,69,5.7,action,7-Feb-12
The Simpsons Arcade Game,Xbox 360,67,7.2,action,3-Feb-12
Sakura Samurai: Art of the Sword,3DS,74,7.3,action,2-Feb-12
PixelJunk Eden,PC,81,6.7,action,2-Feb-12
SoulCalibur V,PlayStation 3,81,6.6,action,31-Jan-12
SoulCalibur V,Xbox 360,77,6.3,action,31-Jan-12
Mutant Mudds,3DS,80,6.8,action,26-Jan-12
Paper Monsters,iOS,76,5.8,action,26-Jan-12
Puddle,Xbox 360,68,6.9,action,25-Jan-12
SOL: Exodus,PC,57,6.5,action,25-Jan-12
Scarygirl,PlayStation 3,66,5.5,action,24-Jan-12
Scarygirl,Xbox 360,63,7.3,action,18-Jan-12
Gears of War 3: Fenix Rising Map Pack,Xbox 360,75,5.8,action,17-Jan-12
Zack Zero,PlayStation 3,60,7.3,action,17-Jan-12
Run Roo Run,iOS,82,5.8,action,12-Jan-12
Choplifter HD,PC,65,6.5,action,11-Jan-12
Super Crate Box,iOS,75,5.3,action,5-Jan-12
All Zombies Must Die!,Xbox 360,60,5.1,action,28-Dec-11
Trine 2,Xbox 360,85,7.2,action,21-Dec-11
Trine 2,PlayStation 3,85,7.2,action,20-Dec-11
Earth Defense Force: Insect Armageddon,PC,69,6.9,action,14-Dec-11
Battlefield 3: Back to Karkand,Xbox 360,83,6.9,action,13-Dec-11
Battlefield 3: Back to Karkand,PC,86,7.3,action,13-Dec-11
Lumi,iOS,76,6.6,action,13-Dec-11
Duke Nukem Forever: The Doctor Who Cloned Me,Xbox 360,58,6.8,action,13-Dec-11
Duke Nukem Forever: The Doctor Who Cloned Me,PC,52,7.1,action,13-Dec-11
Batman: Arkham City: Lockdown,iOS,69,7.3,action,8-Dec-11
Just Dance 3,PlayStation 3,75,5.9,action,6-Dec-11
Six-Guns,iOS,59,5,action,5-Dec-11
Call of Duty: Black Ops Zombies,iOS,70,6.4,action,1-Dec-11
Tetris (2011),iOS,65,7,action,1-Dec-11
Voltron: Defender of the Universe,Xbox 360,50,6.6,action,30-Nov-11
Sonic Generations,3DS,66,6.8,action,22-Nov-11
WWE '12,PlayStation 3,72,6.8,action,22-Nov-11
WWE '12,Xbox 360,71,6.4,action,22-Nov-11
WWE '12,Wii,74,6.6,action,22-Nov-11
Tekken Hybrid,PlayStation 3,65,6.9,action,22-Nov-11
WWE All Stars,3DS,71,7.1,action,22-Nov-11
Battle Nations,iOS,77,6.6,action,17-Nov-11
Shinobi,3DS,69,7.4,action,15-Nov-11
Beyblade: Metal Masters,DS,65,5.8,action,15-Nov-11
Ultimate Marvel vs. Capcom 3,PlayStation 3,80,6.6,action,15-Nov-11
Ultimate Marvel vs. Capcom 3,Xbox 360,79,6.6,action,15-Nov-11
The Black Eyed Peas Experience,Xbox 360,66,5.8,action,8-Nov-11
Wizorb,PC,81,5.7,action,7-Nov-11
BurgerTime: World Tour,Xbox 360,55,7,action,2-Nov-11
GoldenEye 007: Reloaded,Xbox 360,72,6.1,action,1-Nov-11
GoldenEye 007: Reloaded,PlayStation 3,72,6.2,action,1-Nov-11
Zombieville USA 2,iOS,80,6.4,action,27-Oct-11
Renegade Ops,PC,76,7.4,action,26-Oct-11
The War of the Worlds,Xbox 360,55,5.1,action,26-Oct-11
Zombie Apocalypse: Never Die Alone,Xbox 360,62,5.6,action,26-Oct-11
Captain America: Super Soldier,3DS,51,6.7,action,25-Oct-11
Dragon Ball Z: Ultimate Tenkaichi,PlayStation 3,58,5.3,action,25-Oct-11
Dragon Ball Z: Ultimate Tenkaichi,Xbox 360,55,5.8,action,25-Oct-11
PixelJunk SideScroller,PlayStation 3,76,7,action,25-Oct-11
The House of the Dead: Overkill - Extended Cut,PlayStation 3,75,7.4,action,25-Oct-11
Pokemon Rumble Blast,3DS,56,6.8,action,24-Oct-11
Serious Sam: The Random Encounter,PC,64,6.1,action,24-Oct-11
Cut the Rope,DS,66,5.8,action,20-Oct-11
Whale Trail,iOS,84,6.9,action,20-Oct-11
Fruit Ninja: Puss in Boots,iOS,79,6.6,action,20-Oct-11
Before the Echo,PC,70,7.3,action,20-Oct-11
Ratchet & Clank: All 4 One,PlayStation 3,70,6.5,action,18-Oct-11
PowerUp Heroes,Xbox 360,61,6.9,action,18-Oct-11
Naruto Shippuden: Ultimate Ninja Impact,PSP,59,7.3,action,18-Oct-11
Payday: The Heist,PlayStation 3,70,6.4,action,18-Oct-11
Everybody Dance,PlayStation 3,66,7,action,18-Oct-11
Beat Hazard Ultra,PlayStation 3,63,6.8,action,18-Oct-11
Rocketbirds: Hardboiled Chicken,PlayStation 3,74,5.7,action,18-Oct-11
Skylanders: Spyro's Adventure,Wii,81,5.9,action,16-Oct-11
Skylanders: Spyro's Adventure,PlayStation 3,77,5.4,action,16-Oct-11
Skylanders: Spyro's Adventure,Xbox 360,78,5.4,action,16-Oct-11
Skylanders: Spyro's Adventure,3DS,82,5.1,action,16-Oct-11
MDK2 HD,PC,73,6.4,action,12-Oct-11
Scribblenauts Remix,iOS,86,6.7,action,12-Oct-11
Pinball FX 2: Sorcerer's Lair,Xbox 360,89,6.9,action,12-Oct-11
Ace Combat: Assault Horizon,Xbox 360,78,6.1,action,11-Oct-11
Ace Combat: Assault Horizon,PlayStation 3,77,6.9,action,11-Oct-11
Anthill: Tactical Trail Defense,iOS,82,7.4,action,6-Oct-11
FOTONICA,PC,71,7,action,6-Oct-11
RAGE,PlayStation 3,81,6.4,action,4-Oct-11
RAGE,Xbox 360,81,6.7,action,4-Oct-11
Gabrielle's Ghostly Groove 3D,3DS,62,7.4,action,4-Oct-11
Spider-Man: Edge of Time,Xbox 360,57,7.1,action,4-Oct-11
Spider-Man: Edge of Time,PlayStation 3,58,7,action,4-Oct-11
Spider-Man: Edge of Time,3DS,50,6.1,action,4-Oct-11
Spider-Man: Edge of Time,Wii,62,6.9,action,4-Oct-11
Crysis,PlayStation 3,81,7,action,4-Oct-11
1000 Tiny Claws,PSP,76,6.3,action,4-Oct-11
RAGE,PC,79,5.3,action,3-Oct-11
escapeVektor: Chapter 1,Wii,81,7.2,action,29-Sep-11
Shadowgun,iOS,72,6.8,action,28-Sep-11
X-Men: Destiny,PlayStation 3,50,5,action,27-Sep-11
Dead Nation: Road of Devastation,PlayStation 3,75,7.1,action,27-Sep-11
Pinball Hall of Fame: The Williams Collection,3DS,67,7.3,action,23-Sep-11
OIO The Game,PC,75,5.6,action,23-Sep-11
Hector: Badge of Carnage - Episode 3: Beyond Reasonable Doom,PC,70,6.5,action,22-Sep-11
3D Classics: TwinBee,3DS,68,7.3,action,22-Sep-11
Burnout Crash!,Xbox 360,66,6.4,action,21-Sep-11
Frogger 3D,3DS,54,6.1,action,20-Sep-11
Burnout Crash!,PlayStation 3,69,5.1,action,20-Sep-11
Monsters Ate My Condo,iOS,87,6.5,action,15-Sep-11
Red Orchestra 2: Heroes of Stalingrad,PC,76,7.3,action,13-Sep-11
Renegade Ops,PlayStation 3,80,7.3,action,13-Sep-11
Hard Reset,PC,73,7.3,action,13-Sep-11
BloodRayne: Betrayal,Xbox 360,68,7.3,action,7-Sep-11
Leedmees,Xbox 360,60,6.2,action,7-Sep-11
"Warhammer 40,000: Space Marine",PlayStation 3,70,7.4,action,6-Sep-11
BloodRayne: Betrayal,PlayStation 3,69,6.3,action,6-Sep-11
Muffin Knight,iOS,74,6.8,action,1-Sep-11
Mortal Kombat Arcade Kollection,Xbox 360,62,6.6,action,31-Aug-11
The Baconing,Xbox 360,64,5.4,action,31-Aug-11
The Baconing,PC,63,5,action,31-Aug-11
Mortal Kombat Arcade Kollection,PlayStation 3,59,6.8,action,30-Aug-11
The Baconing,PlayStation 3,65,7.3,action,30-Aug-11
Serious Sam Double D,PC,66,7.3,action,30-Aug-11
Elevator Action Deluxe,PlayStation 3,54,6,action,30-Aug-11
EDGE Extended,iOS,91,6.9,action,25-Aug-11
Street Fighter III: Third Strike Online Edition,Xbox 360,86,7.2,action,24-Aug-11
Street Fighter III: Third Strike Online Edition,PlayStation 3,86,7.2,action,23-Aug-11
Call of Duty: Black Ops - Rezurrection,Xbox 360,70,5,action,23-Aug-11
Blocks That Matter,PC,72,7.2,action,19-Aug-11
El Shaddai: Ascension of the Metatron,Xbox 360,75,7.1,action,16-Aug-11
No More Heroes: Heroes Paradise,PlayStation 3,72,7.3,action,16-Aug-11
No Time to Explain,PC,54,6,action,15-Aug-11
Majesty: The Fantasy Kingdom Sim,iOS,72,6.4,action,12-Aug-11
Edge (2011),PC,74,7.4,action,11-Aug-11
Anomaly: Warzone Earth HD,iOS,90,6.5,action,11-Aug-11
Anomaly: Warzone Earth,iOS,94,6.8,action,11-Aug-11
Fruit Ninja Kinect,Xbox 360,71,6.4,action,10-Aug-11
Cut the Rope: Experiments,iOS,85,6.9,action,4-Aug-11
Temple Run,iOS,80,6.5,action,4-Aug-11
Bleach: Soul Resurreccion,PlayStation 3,58,7,action,3-Aug-11
"Warhammer 40,000: Kill Team",PlayStation 3,65,6.6,action,2-Aug-11
Groove Coaster,iOS,87,6,action,28-Jul-11
Pac-Man & Galaga Dimensions,3DS,60,7.1,action,26-Jul-11
3D Classics: Xevious,3DS,56,5.8,action,21-Jul-11
Captain America: Super Soldier,Xbox 360,60,6.6,action,19-Jul-11
Captain America: Super Soldier,Wii,57,7.2,action,19-Jul-11
Tobe's Vertical Adventure,PC,75,6.6,action,18-Jul-11
Zombie Gunship,iOS,79,6.7,action,15-Jul-11
9mm,iOS,73,6,action,14-Jul-11
Ms. 'Splosion Man,Xbox 360,83,6.9,action,13-Jul-11
"Warhammer 40,000: Kill Team",Xbox 360,67,7,action,13-Jul-11
Deadliest Warrior: Legends,Xbox 360,56,5.6,action,6-Jul-11
Earth Defense Force: Insect Armageddon,PlayStation 3,63,7.4,action,1-Jul-11
Street Fighter IV Volt,iOS,80,6.7,action,30-Jun-11
Sniper: Ghost Warrior,PlayStation 3,53,6,action,29-Jun-11
Galaga Legions DX,Xbox 360,74,6.8,action,29-Jun-11
Amazing Breaker,iOS,91,7,action,29-Jun-11
Resident Evil: The Mercenaries 3D,3DS,65,6.6,action,28-Jun-11
Super Street Fighter IV: Arcade Edition,Xbox 360,78,7,action,28-Jun-11
Gatling Gears,PlayStation 3,76,7.4,action,28-Jun-11
Call of Duty: Black Ops - Annihilation,Xbox 360,78,5,action,28-Jun-11
F.E.A.R. 3,PC,74,5.9,action,21-Jun-11
F.E.A.R. 3,PlayStation 3,74,7.2,action,21-Jun-11
F.E.A.R. 3,Xbox 360,75,6.9,action,21-Jun-11
Solar 2,PC,72,6.9,action,17-Jun-11
Cubic Ninja,3DS,51,5.9,action,14-Jun-11
Transformers: Dark of the Moon,PlayStation 3,57,5.9,action,14-Jun-11
Transformers: Dark of the Moon,Xbox 360,59,6.4,action,14-Jun-11
Duke Nukem Forever,PC,54,5.8,action,13-Jun-11
Red Faction: Armageddon,PlayStation 3,71,7.4,action,7-Jun-11
Red Faction: Armageddon,Xbox 360,71,7.1,action,7-Jun-11
Operation Flashpoint: Red River,PlayStation 3,67,6.6,action,7-Jun-11
Operation Flashpoint: Red River,Xbox 360,69,5.7,action,7-Jun-11
Super Street Fighter IV: Arcade Edition,PlayStation 3,80,7.2,action,7-Jun-11
The Great Jitters: Pudding Panic,iOS,91,5.8,action,7-Jun-11
Red Faction: Armageddon,PC,75,6.7,action,6-Jun-11
Cartoon Network: Punch Time Explosion,3DS,58,6.1,action,2-Jun-11
BlazBlue: Continuum Shift II,3DS,64,6.4,action,31-May-11
BlazBlue: Continuum Shift II,PSP,77,6.6,action,30-May-11
Naval Warfare,PC,57,5.1,action,25-May-11
Bumpy Road,iOS,86,6.6,action,19-May-11
Army of Darkness Defense,iOS,74,6.6,action,12-May-11
Brink,Xbox 360,68,5.8,action,10-May-11
Brink,PlayStation 3,72,5.8,action,10-May-11
Dream Trigger 3D,3DS,54,6.3,action,10-May-11
Siege Hero,iOS,80,7,action,10-May-11
Brink,PC,70,6,action,9-May-11
Fortix 2,PC,74,6.8,action,6-May-11
Moon Diver,Xbox 360,61,6,action,4-May-11
Thor: God of Thunder,DS,64,7.2,action,3-May-11
Call of Duty: Black Ops - Escalation,Xbox 360,79,5.3,action,3-May-11
Red Johnson's Chronicles,PlayStation 3,67,5.2,action,3-May-11
CAPSIZED,PC,80,7.1,action,29-Apr-11
Outland,Xbox 360,84,7.4,action,27-Apr-11
Trouble Witches Neo!,Xbox 360,69,7,action,27-Apr-11
Snuggle Truck,iOS,89,6.3,action,27-Apr-11
Inchworm Animation,DS,83,6,action,25-Apr-11
Your Doodles Are Bugged!,PC,69,5.3,action,25-Apr-11
The Fancy Pants Adventures,Xbox 360,67,7.4,action,20-Apr-11
Pinball FX 2: MARS,Xbox 360,77,7,action,20-Apr-11
SOCOM 4: U.S. Navy SEALs,PlayStation 3,67,6.5,action,19-Apr-11
The Fancy Pants Adventures,PlayStation 3,71,7.3,action,19-Apr-11
Arcana Heart 3,PlayStation 3,73,6.8,action,19-Apr-11
Coin Drop!,iOS,89,5.5,action,19-Apr-11
Sanctum (2011),PC,70,6.7,action,15-Apr-11
Resident Evil: Mercenaries VS.,iOS,51,5.7,action,14-Apr-11
Yar's Revenge,Xbox 360,55,5.5,action,13-Apr-11
Michael Jackson The Experience,Xbox 360,63,7.2,action,12-Apr-11
Rabbids Travel in Time 3D,3DS,55,6.3,action,10-Apr-11
Dino D-Day,PC,53,6.3,action,8-Apr-11
Red Faction: Battlegrounds,Xbox 360,52,7,action,6-Apr-11
StarDrone,PlayStation 3,64,5,action,5-Apr-11
Karaoke Revolution Glee: Volume 2,Wii,67,5.5,action,5-Apr-11
"Carnival Games: Monkey See, Monkey Do!",Xbox 360,56,5.5,action,5-Apr-11
Hoard,PC,65,7,action,4-Apr-11
Rush'N Attack Ex-Patriot,Xbox 360,51,6.6,action,30-Mar-11
WWE All Stars,PlayStation 3,75,6.7,action,29-Mar-11
WWE All Stars,Xbox 360,75,7.2,action,29-Mar-11
WWE All Stars,Wii,68,7.2,action,29-Mar-11
Moon Diver,PlayStation 3,60,7.1,action,29-Mar-11
The 3rd Birthday,PSP,71,6.2,action,29-Mar-11
Dynasty Warriors 7,PlayStation 3,57,7.3,action,29-Mar-11
WWE All Stars,PSP,70,6.3,action,28-Mar-11
Steel Diver,3DS,58,6.3,action,27-Mar-11
Super Monkey Ball 3D,3DS,55,5.4,action,27-Mar-11
The Witcher: Versus,iOS,56,6.1,action,24-Mar-11
Crysis 2,PC,86,6.9,action,22-Mar-11
Crysis 2,PlayStation 3,85,7.2,action,22-Mar-11
PlayStation Move Heroes,PlayStation 3,53,6.5,action,22-Mar-11
Naruto Shippuden: Kizuna Drive,PSP,57,5.2,action,22-Mar-11
Rayman 3D,3DS,61,6.5,action,22-Mar-11
Forget-Me-Not,iOS,85,6.2,action,22-Mar-11
Tom Clancy's Rainbow Six: Shadow Vanguard,iOS,76,6.3,action,17-Mar-11
Angry Birds Rio,iOS,87,6.1,action,17-Mar-11
Bird Zapper!,iOS,73,6.6,action,17-Mar-11
Homefront,PlayStation 3,70,5.7,action,15-Mar-11
Homefront,Xbox 360,70,6,action,15-Mar-11
Halo: Reach - Defiant Map Pack,Xbox 360,81,7.4,action,15-Mar-11
Homefront,PC,70,5.6,action,14-Mar-11
Real Racing 2 HD,iOS,91,5.8,action,11-Mar-11
Dead Space 2: Severed,Xbox 360,57,6.6,action,1-Mar-11
Dead Space 2: Severed,PlayStation 3,65,6.6,action,1-Mar-11
de Blob 2,PlayStation 3,74,7.2,action,22-Feb-11
de Blob 2,Xbox 360,77,7.3,action,22-Feb-11
Alien Breed 3: Descent,PlayStation 3,64,5.1,action,22-Feb-11
Tiny Wings,iOS,85,7.4,action,18-Feb-11
Starfront: Collision,iOS,87,6.2,action,17-Feb-11
Hard Corps: Uprising,Xbox 360,75,7.1,action,16-Feb-11
Marvel vs. Capcom 3: Fate of Two Worlds,PlayStation 3,84,7.3,action,15-Feb-11
Marvel vs. Capcom 3: Fate of Two Worlds,Xbox 360,85,7.1,action,15-Feb-11
Acceleration of SUGURI X-Edition,PlayStation 3,61,5.5,action,15-Feb-11
Karoshi,iOS,86,5.8,action,8-Feb-11
OMG-Z,PSP,88,7.2,action,8-Feb-11
League of Evil,iOS,86,6.7,action,3-Feb-11
Bionic Commando Rearmed 2,Xbox 360,62,5.9,action,2-Feb-11
Bionic Commando Rearmed 2,PlayStation 3,63,5.1,action,1-Feb-11
Call of Duty: Black Ops - First Strike,Xbox 360,78,6.6,action,1-Feb-11
Who's That Flying?!,PC,76,6.3,action,31-Jan-11
Breach (2011),PC,61,5.8,action,26-Jan-11
Lord of Arcana,PSP,53,6.4,action,25-Jan-11
Dead Space: Extraction,PlayStation 3,79,6.8,action,25-Jan-11
Dead Space for iPad,iOS,83,6.5,action,25-Jan-11
Monday Night Combat,PC,82,7.2,action,24-Jan-11
Modern Combat: Domination,PlayStation 3,67,6.7,action,18-Jan-11
Zeit Squared,Xbox 360,71,5.8,action,12-Jan-11
NightSky,PC,78,7.1,action,6-Jan-11
MicroBot,PlayStation 3,62,6,action,4-Jan-11
Steel Storm: Burning Retribution,PC,55,5.2,action,1-Jan-11
Raskulls,Xbox 360,75,7.4,action,29-Dec-10
MicroBot,Xbox 360,60,7,action,29-Dec-10
Monkey Labour,iOS,75,6.6,action,23-Dec-10
A World of Keflings,Xbox 360,77,6.9,action,22-Dec-10
echochrome ii,PlayStation 3,79,6.1,action,21-Dec-10
Eat Them!,PlayStation 3,65,7.2,action,21-Dec-10
A Space Shooter for 2 Bucks,PSP,81,7.1,action,21-Dec-10
Asphalt 6: Adrenaline,iOS,79,6.9,action,21-Dec-10
N.O.V.A. 2 - Near Orbit Vanguard Alliance HD,iOS,88,5.4,action,21-Dec-10
The Precursors,PC,68,6.5,action,21-Dec-10
Real Racing 2,iOS,94,6.8,action,16-Dec-10
Sonic Spinball,iOS,68,6.8,action,16-Dec-10
Ultimate Mortal Kombat 3,iOS,54,6.7,action,16-Dec-10
Battlefield: Bad Company 2,iOS,64,6,action,16-Dec-10
N.O.V.A. 2 - Near Orbit Vanguard Alliance,iOS,90,6.8,action,16-Dec-10
Quake Arena Arcade,Xbox 360,69,6.6,action,15-Dec-10
X-Men: The Arcade Game,Xbox 360,70,6.9,action,15-Dec-10
World of Goo,iOS,96,7.1,action,15-Dec-10
Sniper Elite,Wii,71,7.1,action,14-Dec-10
Sackboy's Prehistoric Moves,PlayStation 3,66,6.3,action,14-Dec-10
A.R.E.S. Extinction Agenda,PC,68,6.1,action,14-Dec-10
Puzzle Quest 2,iOS,79,6.2,action,9-Dec-10
Doritos Crash Course,Xbox 360,74,6.8,action,8-Dec-10
Harms Way,Xbox 360,65,6.2,action,8-Dec-10
Gravity Guy,iOS,79,6.5,action,8-Dec-10
TRON: Evolution,Xbox 360,58,6,action,7-Dec-10
TRON: Evolution,PlayStation 3,58,6.3,action,7-Dec-10
TRON: Evolution,PC,57,5.6,action,7-Dec-10
Kung-Fu Live,PlayStation 3,50,6.5,action,7-Dec-10
Crimecraft: Bleedout,PC,68,5,action,4-Dec-10
Disney Epic Mickey,Wii,73,7.3,action,30-Nov-10
Dead Nation,PlayStation 3,77,6.9,action,30-Nov-10
Sentinel 3: Homeworld,iOS,87,6,action,26-Nov-10
Beat Sketcher,PlayStation 3,67,5,action,23-Nov-10
Emergency 2012,PC,61,5.7,action,22-Nov-10
Raving Rabbids: Travel in Time,Wii,62,7.2,action,21-Nov-10
Ion Assault,PC,62,6.1,action,17-Nov-10
Alien Breed 3: Descent,Xbox 360,68,6.7,action,17-Nov-10
"Harry Potter and the Deathly Hallows, Part 1",DS,56,6,action,16-Nov-10
Marvel Super Hero Squad: The Infinity Gauntlet,Xbox 360,55,7,action,16-Nov-10
Need for Speed: Hot Pursuit,iOS,76,6.4,action,16-Nov-10
Tom Clancy's Ghost Recon Predator,PSP,54,5,action,15-Nov-10
Call of Duty: Black Ops,PC,81,5.7,action,9-Nov-10
Call of Duty: Black Ops,PlayStation 3,88,6.7,action,9-Nov-10
Call of Duty: Black Ops,Xbox 360,87,6.6,action,9-Nov-10
Call of Duty: Black Ops,Wii,80,6.2,action,9-Nov-10
Call of Duty: Black Ops,DS,74,6.6,action,9-Nov-10
Crescent Pale Mist,PlayStation 3,52,6.2,action,9-Nov-10
Soldner-X 2: Final Prototype - The Last Chapter,PlayStation 3,86,6.6,action,9-Nov-10
Robokill - Rescue Titan Prime,iOS,83,6.7,action,5-Nov-10
DanceMasters,Xbox 360,63,6.4,action,4-Nov-10
Fist of the North Star: Ken's Rage,PlayStation 3,60,7,action,2-Nov-10
Fist of the North Star: Ken's Rage,Xbox 360,59,7.1,action,2-Nov-10
James Bond 007: Blood Stone,PlayStation 3,65,7.4,action,2-Nov-10
James Bond 007: Blood Stone,Xbox 360,62,7.3,action,2-Nov-10
James Bond 007: Blood Stone,PC,63,7.3,action,2-Nov-10
Hoard,PlayStation 3,75,5.6,action,2-Nov-10
Bloody Good Time,Xbox 360,55,6.1,action,28-Oct-10
Age of Zombies,iOS,81,6.4,action,28-Oct-10
Star Wars: The Force Unleashed II,PlayStation 3,63,6.7,action,26-Oct-10
Star Wars: The Force Unleashed II,Xbox 360,61,5.9,action,26-Oct-10
Blacklight: Tango Down,PlayStation 3,63,6.4,action,26-Oct-10
Rock Band 3,Wii,91,6.9,action,26-Oct-10
Bakugan: Defenders of the Core,PlayStation 3,50,7,action,26-Oct-10
Rock Band 3,DS,79,6.1,action,26-Oct-10
Star Wars: The Force Unleashed II,PC,59,5.9,action,26-Oct-10
Shank,PC,67,6.8,action,25-Oct-10
EA Sports MMA,PlayStation 3,77,6.9,action,19-Oct-10
The Shoot,PlayStation 3,60,6.5,action,19-Oct-10
Ben 10 Ultimate Alien: Cosmic Destruction,Xbox 360,51,6.8,action,19-Oct-10
Time Crisis: Razing Storm,PlayStation 3,58,6.4,action,19-Oct-10
Lost Planet 2,PC,63,6.2,action,15-Oct-10
Sonic the Hedgehog 4: Episode I,Xbox 360,72,5.6,action,13-Oct-10
Sonic the Hedgehog 4: Episode I,PlayStation 3,74,6.1,action,12-Oct-10
Medal of Honor,Xbox 360,74,6.8,action,12-Oct-10
Medal of Honor,PC,72,6.4,action,12-Oct-10
Just Dance 2,Wii,74,7.2,action,12-Oct-10
Sonic the Hedgehog 4: Episode I,Wii,81,6.5,action,11-Oct-10
Sonic the Hedgehog 4: Episode 1,iOS,70,5.9,action,7-Oct-10
Modern Combat 2: Black Pegasus,iOS,90,7.1,action,7-Oct-10
Comic Jumper: The Adventures of Captain Smiley,Xbox 360,74,6.7,action,6-Oct-10
Def Jam Rapstar,Xbox 360,74,6.1,action,5-Oct-10
Def Jam Rapstar,PlayStation 3,75,6.6,action,5-Oct-10
Cut the Rope,iOS,93,7.4,action,5-Oct-10
Front Mission Evolved,Xbox 360,58,6.3,action,28-Sep-10
Front Mission Evolved,PlayStation 3,58,6.1,action,28-Sep-10
Front Mission Evolved,PC,63,5.1,action,28-Sep-10
Guitar Hero: Warriors of Rock,PlayStation 3,74,7.4,action,28-Sep-10
Guitar Hero: Warriors of Rock,Xbox 360,72,6.7,action,28-Sep-10
Guitar Hero: Warriors of Rock,Wii,77,7.4,action,28-Sep-10
Borderlands: Claptrap's New Robot Revolution,PlayStation 3,74,6.1,action,28-Sep-10
Borderlands: Claptrap's New Robot Revolution,Xbox 360,72,6.8,action,28-Sep-10
Borderlands: Claptrap's New Robot Revolution,PC,69,6.2,action,28-Sep-10
Serious Sam HD: The Second Encounter,Xbox 360,72,7.3,action,22-Sep-10
Alien Breed 2: Assault,PC,63,5.5,action,22-Sep-10
Alien Breed 2: Assault,Xbox 360,67,5.4,action,22-Sep-10
Sonic Adventure,PlayStation 3,50,7.3,action,21-Sep-10
Space Invaders Infinity Gene,PlayStation 3,80,7,action,14-Sep-10
Legend of the Guardians: The Owls of Ga'Hoole,PlayStation 3,62,6.6,action,14-Sep-10
James Bond 007: Blood Stone,DS,70,7,action,14-Sep-10
GoldenEye 007,DS,64,6.7,action,14-Sep-10
UFC Undisputed 2010,PSP,74,7,action,7-Sep-10
Tom Clancy's HAWX 2,Xbox 360,68,6.4,action,7-Sep-10
Tom Clancy's HAWX 2,PlayStation 3,70,6.5,action,7-Sep-10
Batman: The Brave and the Bold - The Videogame,Wii,70,7.3,action,7-Sep-10
Metroid: Other M,Wii,79,6.7,action,31-Aug-10
Ace Combat: Joint Assault,PSP,71,7.4,action,31-Aug-10
Drawn: Dark Flight,PC,75,7.2,action,31-Aug-10
Zombie Highway,iOS,76,5.8,action,27-Aug-10
Shank,Xbox 360,71,6.5,action,25-Aug-10
Shank,PlayStation 3,75,7.4,action,24-Aug-10
Ivy the Kiwi?,DS,69,6.3,action,24-Aug-10
Ivy the Kiwi?,Wii,74,7.2,action,24-Aug-10
Kane & Lynch 2: Dog Days,PlayStation 3,62,5.2,action,17-Aug-10
Kane & Lynch 2: Dog Days,Xbox 360,63,5.3,action,17-Aug-10
Kane & Lynch 2: Dog Days,PC,66,5.8,action,17-Aug-10
Puzzle Quest 2,PC,83,6.7,action,12-Aug-10
Osmos,iOS,90,6.7,action,5-Aug-10
Dark Nebula - Episode Two,iOS,91,7.4,action,5-Aug-10
Earthworm Jim HD,PlayStation 3,70,7.4,action,3-Aug-10
